studid,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob=at_home,Mjob=health,Mjob=other,Mjob=services,Mjob=teacher,Fjob=teacher,Fjob=other,Fjob=services,Fjob=health,Fjob=at_home,reason=course,reason=other,reason=home,reason=reputation,guardian=mother,guardian=father,guardian=other,traveltime,failures,schoolsup,famsup,nursery,famrel,health,internet,activities,higher,romantic,freetime,goout,Dalc,Walc,absences,studytime,paid,bad_grade
457,1,0,16,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,5,2,0,0,0,1,4,3,2,1,0,2,0,0
458,1,1,17,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,5,3,1,1,0,0,5,5,5,5,4,1,0,1
459,1,0,16,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4,0,1,1,1,4,1,1,0,0,0,3,2,1,1,0,4,0,1
460,1,0,16,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,4,5,0,0,0,0,4,3,1,1,2,3,0,1
461,1,0,15,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,4,2,1,1,0,0,3,3,1,1,1,2,0,1
462,1,0,16,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,4,2,1,1,0,1,2,2,4,3,0,1,0,0
463,1,0,15,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,1,1,0,4,2,0,0,0,0,2,1,1,2,0,2,0,0
464,1,0,15,1,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,4,5,0,0,0,0,4,3,2,2,2,3,0,1
465,1,1,16,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,3,5,0,1,0,0,4,4,3,4,6,1,0,1
466,1,0,18,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,3,5,1,1,0,1,4,4,2,3,9,2,0,1
467,1,1,15,0,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,1,0,3,4,0,0,0,0,2,3,1,3,0,1,0,1
468,1,0,16,1,0,1,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,0,1,1,0,5,2,1,1,0,0,3,4,1,1,1,2,0,0
469,1,1,15,0,0,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,4,4,0,0,0,0,3,3,1,2,1,1,0,1
470,1,1,16,0,0,1,4,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,4,3,0,1,0,1,3,1,1,1,0,2,0,1
471,1,0,15,1,0,1,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,4,1,1,0,0,1,5,4,1,1,4,2,0,1
472,1,0,16,1,0,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,1,1,1,4,5,0,1,0,0,4,4,2,3,2,2,0,1
473,1,0,16,1,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,1,1,0,4,4,0,1,0,1,3,2,1,1,0,1,0,0
474,1,1,16,0,1,1,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,1,0,2,4,1,1,0,0,4,3,2,3,4,1,0,1
475,1,1,15,1,1,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,1,1,0,4,3,1,1,0,0,2,4,3,5,2,1,0,1
476,1,0,15,0,0,1,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,1,0,5,4,0,1,0,0,3,2,1,1,0,3,0,0
477,1,0,16,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,5,5,1,0,0,1,4,3,1,1,2,1,0,1
478,1,1,15,0,0,1,3,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,1,1,4,3,1,1,0,0,3,3,2,4,11,1,0,1
479,1,0,16,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,3,0,1,0,3,1,0,0,0,0,4,3,1,1,0,2,0,1
480,1,0,17,0,0,1,2,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,4,5,0,1,1,0,5,3,1,1,4,1,0,1
481,1,0,19,0,0,1,2,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,4,2,1,0,1,1,4,4,1,1,0,1,0,1
482,1,0,17,1,0,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,1,1,0,5,3,0,1,1,1,5,3,1,1,2,1,0,1
483,1,0,15,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,5,4,0,0,1,1,2,1,1,3,0,1,0,1
484,1,0,16,1,0,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,1,1,0,3,1,1,0,1,0,4,5,1,2,1,2,0,1
485,1,0,16,0,1,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,4,1,0,0,1,0,3,4,1,2,6,1,0,1
486,1,0,17,1,0,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,4,4,1,0,0,0,3,5,1,2,0,2,0,1
487,1,0,16,0,0,1,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,4,3,1,1,0,0,4,3,1,4,1,1,1,1
488,1,0,18,1,1,0,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2,1,1,1,3,2,0,0,1,1,3,2,1,1,6,3,0,1
489,1,0,19,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,5,3,0,1,1,1,3,1,1,1,6,3,0,1
490,1,1,18,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,4,4,1,1,1,0,4,3,3,4,0,1,0,1
491,1,0,18,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,1,1,0,1,3,2,1,0,1,1,2,3,1,1,4,1,0,1
492,1,0,19,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,0,1,1,1,0,0,1,1,4,4,1,12,2,0,1
493,1,0,16,1,0,0,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,3,3,0,0,0,1,3,2,1,1,2,2,0,1
494,1,0,17,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,1,2,5,0,1,0,0,4,4,3,5,5,1,0,1
495,1,0,16,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,3,1,1,1,0,4,5,1,3,0,2,0,1
496,1,0,16,0,0,1,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,4,4,1,1,1,1,5,4,1,1,0,1,0,1
497,1,0,16,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,4,4,1,1,0,1,4,4,2,2,2,1,0,0
498,1,1,17,0,0,1,3,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,1,1,1,0,5,5,0,1,0,0,4,5,3,4,0,4,1,1
499,1,0,16,0,0,1,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,5,1,1,1,0,0,3,3,1,1,0,2,0,0
500,1,0,16,0,0,1,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,4,5,0,1,0,1,2,5,1,2,0,1,1,0
501,1,1,17,0,0,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,5,1,1,1,1,1,3,5,5,5,12,1,0,1
502,1,1,16,0,1,1,4,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,4,5,1,1,0,0,2,5,1,5,8,1,0,1
503,1,1,17,1,1,1,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,1,1,1,0,1,3,0,0,0,0,3,5,3,5,2,4,0,1
504,1,0,16,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,5,1,1,0,0,2,1,1,1,0,4,0,0
505,1,0,19,0,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,5,1,1,0,0,1,4,5,1,1,0,3,0,1
506,1,0,17,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,1,1,4,5,1,1,0,1,4,5,1,2,0,1,0,1
507,1,0,20,0,0,1,3,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,1,0,0,3,3,1,1,0,1,3,4,2,4,8,2,0,1
508,1,0,17,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,4,3,0,0,0,1,3,3,1,1,0,3,0,1
509,1,1,17,1,0,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,1,1,1,1,4,5,1,0,0,0,4,5,1,2,0,1,0,1
510,1,0,16,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,1,1,0,5,1,0,0,0,0,3,2,1,1,0,2,0,0
511,1,0,17,1,0,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,1,0,5,1,0,1,0,0,3,2,1,1,0,2,0,0
512,1,0,17,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,4,4,1,0,0,1,4,5,1,1,1,2,0,1
513,1,0,18,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,4,5,1,0,0,1,3,2,1,1,9,2,0,1
514,1,0,16,0,0,1,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,3,1,1,1,0,0,1,3,1,3,0,1,0,1
515,1,0,16,0,0,1,3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,3,3,1,0,0,0,1,3,1,4,2,1,0,1
516,1,0,18,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,2,3,0,0,0,0,3,5,1,4,8,2,0,1
517,1,0,16,1,0,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,4,2,1,1,0,1,3,3,2,3,0,2,0,0
518,1,0,16,1,1,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,5,2,1,1,0,0,4,5,1,4,0,1,0,0
519,1,0,18,0,0,0,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,2,1,1,0,0,0,3,2,1,3,8,2,0,1
520,1,1,16,1,0,1,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,5,2,1,1,0,0,2,1,1,1,0,2,0,1
521,1,0,16,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,1,1,0,4,5,1,0,0,0,3,2,1,3,6,2,0,1
522,1,0,16,1,0,1,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,1,0,3,2,1,1,0,0,3,3,1,1,0,2,0,1
523,1,0,16,0,0,1,4,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,4,3,1,0,0,1,3,4,1,2,4,2,0,1
524,1,1,18,0,1,1,4,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,5,5,1,1,1,1,5,5,5,5,2,4,0,1
525,1,0,16,1,1,1,3,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,1,1,1,4,2,0,0,0,0,2,1,1,1,2,2,0,1
526,1,1,17,0,1,1,4,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,4,5,1,0,0,0,4,3,1,2,0,3,0,0
527,1,0,17,1,0,1,4,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4,5,1,0,0,1,2,3,1,2,1,1,0,0
528,1,1,16,0,1,1,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,4,0,1,0,0,5,3,0,0,0,0,1,3,2,2,0,3,0,1
529,1,0,17,1,0,1,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,5,5,1,0,0,0,1,3,1,2,5,1,1,1
530,1,0,16,0,1,1,4,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,1,0,5,5,0,0,0,0,1,3,1,2,1,1,0,1
531,1,1,17,0,0,1,3,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,4,3,1,1,0,0,1,4,5,5,8,1,0,1
532,1,1,17,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,1,0,0,5,1,1,0,0,1,1,3,3,3,0,2,0,1
533,1,1,16,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,1,4,5,1,0,0,1,2,2,1,4,2,2,0,1
534,1,0,16,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,3,3,1,0,0,1,2,2,1,1,0,2,0,0
535,1,1,16,0,1,1,4,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,4,5,1,0,0,0,1,2,2,5,0,1,0,1
536,1,1,15,1,0,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,1,1,0,5,5,0,1,0,0,5,5,1,3,11,2,0,1
537,1,1,15,0,1,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,1,1,0,5,5,0,1,0,0,4,5,2,3,8,4,0,0
538,1,1,15,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,5,1,1,0,0,3,3,1,2,11,1,0,1
539,1,0,16,1,1,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,4,5,0,0,0,1,3,3,2,2,2,3,0,1
540,1,0,16,0,1,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,1,0,1,1,1,1,0,0,2,4,2,2,8,2,0,1
541,1,0,17,0,0,1,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,4,1,0,0,0,1,3,3,2,2,5,1,0,1
542,1,0,17,1,0,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,5,5,0,0,0,0,1,3,1,1,0,2,1,1
543,1,0,16,0,0,1,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,1,0,5,5,1,0,0,1,3,5,1,4,1,3,0,1
544,1,1,17,1,0,1,4,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,3,1,0,0,3,5,1,1,0,1,3,3,1,3,2,1,0,1
545,1,1,17,1,1,1,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,5,5,0,1,0,1,1,2,3,3,2,1,0,1
546,1,1,17,0,0,1,3,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,5,5,1,1,0,1,4,4,3,4,8,2,0,1
547,1,0,17,0,0,1,4,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,5,5,1,0,0,0,2,5,1,1,0,2,0,0
548,1,1,16,1,1,1,4,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,4,2,1,0,0,0,1,2,2,1,0,1,0,1
549,1,0,17,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,4,3,1,1,0,1,5,5,1,2,2,2,0,1
550,1,0,17,1,0,1,4,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,4,5,1,0,0,0,3,3,2,3,0,2,0,0
551,1,1,16,0,1,0,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,1,1,4,5,1,0,0,1,1,2,2,2,0,2,0,1
552,1,1,17,0,0,1,3,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,1,1,0,4,1,1,0,0,0,1,2,2,2,0,2,1,1
553,1,1,19,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,1,1,0,4,4,1,1,1,0,4,3,3,4,2,2,0,1
554,1,1,17,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,4,5,0,0,0,1,1,2,1,1,4,1,0,1
555,1,0,17,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,1,1,0,3,4,1,1,1,1,5,5,2,2,3,1,0,1
556,1,0,16,1,0,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,4,3,1,0,0,1,3,4,1,1,5,3,0,1
557,1,1,16,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,4,5,0,0,0,0,4,4,2,4,4,1,0,1
558,1,0,17,1,0,1,3,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,3,1,1,1,5,5,1,1,0,1,4,4,1,1,2,2,0,1
559,1,1,17,1,0,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,5,5,0,1,1,1,5,5,3,5,0,1,0,1
560,1,1,18,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1,0,1,0,4,4,0,0,0,0,3,2,1,1,0,1,0,1
561,1,1,17,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,1,1,4,2,1,1,0,1,5,5,1,3,0,1,0,1
562,1,1,18,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,1,1,0,4,5,0,1,0,0,3,3,1,4,6,2,0,1
563,1,0,16,1,1,1,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,5,1,0,1,0,1,4,3,1,1,0,2,0,1
564,1,1,17,0,0,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,5,0,1,0,1,2,1,2,3,0,1,0,1
565,1,1,16,1,0,1,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,4,5,1,0,0,0,5,5,2,3,2,1,0,1
566,1,1,16,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,4,5,1,1,0,0,5,5,2,4,0,1,0,1
567,1,1,18,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,0,5,5,1,0,1,1,3,3,2,3,2,1,0,1
568,1,1,18,1,0,1,3,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,2,5,1,0,1,0,3,1,2,2,0,1,0,1
569,1,1,19,0,0,1,3,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,3,1,0,0,3,3,0,1,0,0,2,1,1,1,4,1,0,1
570,1,1,18,0,0,1,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,1,1,0,4,3,1,1,1,0,4,5,1,3,9,2,0,1
571,1,1,16,1,0,1,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,1,0,5,4,1,1,0,1,4,3,2,4,6,1,0,1
572,1,1,19,0,0,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,3,1,0,1,4,5,1,1,1,1,4,3,1,3,4,1,0,1
573,1,0,16,0,0,0,3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,2,1,1,0,2,1,0,1,0,1,5,5,1,1,8,2,0,1
574,1,0,17,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,4,5,0,1,0,0,3,2,1,2,9,1,0,1
575,1,1,20,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,1,0,4,4,1,0,1,1,4,3,2,4,12,1,0,1
576,1,0,18,1,0,0,4,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,5,2,1,0,0,0,4,4,3,4,8,1,0,1
577,1,1,18,1,0,1,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,2,5,1,0,0,0,5,5,5,5,8,1,0,1
578,1,1,19,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,1,1,0,0,5,2,1,0,0,0,4,4,3,3,8,2,0,1
579,1,1,17,0,0,1,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,1,1,0,4,3,1,0,0,0,5,4,2,3,4,2,0,1
580,1,1,18,0,1,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,3,1,0,1,1,3,3,2,3,0,1,0,1
581,1,1,19,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,1,1,0,4,5,1,0,0,0,4,4,3,3,4,1,0,1
582,1,0,18,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,2,1,1,0,4,5,0,0,0,0,3,3,1,1,2,2,0,1
583,1,0,19,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,5,0,0,1,0,4,4,1,1,0,1,0,1
584,1,0,18,1,0,1,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,5,3,1,0,1,1,5,5,1,1,0,1,0,1
585,1,0,17,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,4,5,1,0,0,0,4,3,1,1,0,1,0,1
586,1,0,17,1,1,0,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,1,0,4,3,0,0,1,0,2,3,2,2,5,3,1,1
587,1,0,17,0,0,1,4,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,5,5,1,1,0,0,5,5,1,3,0,2,0,1
588,1,0,18,1,1,1,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,2,4,1,1,0,0,3,3,1,2,3,2,0,1
589,1,0,17,0,0,1,4,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,3,5,0,0,0,1,2,2,1,1,0,1,0,1
590,1,0,17,0,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,5,3,1,0,0,0,5,1,1,1,0,1,0,1
591,1,0,18,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,2,1,0,0,3,5,0,1,0,1,4,4,2,2,3,2,0,1
592,1,0,18,0,0,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,1,4,1,1,1,0,0,3,5,1,1,2,2,0,0
593,1,0,17,0,0,1,3,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,1,0,4,4,1,0,0,0,4,3,1,1,0,1,0,1
594,1,0,18,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,4,4,1,0,0,0,4,3,1,2,0,2,0,0
595,1,0,18,0,0,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,1,4,1,1,1,0,0,3,5,1,2,0,2,0,0
596,1,1,18,0,1,1,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,5,5,1,1,0,0,4,5,1,1,3,1,0,0
597,1,0,17,0,0,1,4,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,4,4,1,0,0,0,3,3,1,2,0,2,0,0
598,1,0,18,1,0,1,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,1,1,0,0,4,4,0,1,0,1,3,3,1,1,0,2,0,1
599,1,1,18,0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,1,1,4,1,0,0,0,0,1,4,5,5,8,1,0,1
600,1,1,18,1,0,1,4,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,1,1,0,2,1,1,1,0,1,5,5,1,1,5,1,1,0
601,1,1,17,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,1,0,1,4,4,0,0,1,0,2,3,3,4,4,1,0,0
602,1,0,18,0,0,1,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,1,1,1,1,2,1,0,0,1,3,1,1,1,4,2,0,1
603,1,0,18,0,1,1,2,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,1,0,0,5,3,1,0,0,1,4,5,1,4,0,3,0,1
604,1,0,18,1,1,0,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,5,5,1,1,0,1,3,1,1,1,0,2,0,1
605,1,0,18,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,1,1,0,0,4,2,0,0,1,0,4,2,1,2,2,2,0,1
606,1,0,19,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,1,0,0,5,2,0,0,1,0,5,5,2,3,0,1,0,1
607,1,0,17,0,0,1,4,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,4,5,1,0,0,1,2,3,3,1,0,4,0,0
608,1,0,17,1,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,5,2,1,1,0,1,3,3,1,2,5,2,0,1
609,1,0,18,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,5,3,0,0,0,1,2,3,1,2,2,2,0,1
